transaction_id,user_id,date,description,amount,transaction_type,category,merchant
350,2,2025-04-26,Amazon purchase - online,1411.26,expense,Shopping,Amazon purchase
351,2,2025-04-27,Tata Play DTH recharge,545.81,expense,Bills,Tata Play DTH recharge
352,2,2025-04-29,Coursera subscription,2508.41,expense,Education,Coursera subscription
353,2,2025-05-04,Salary credited,12945.94,income,Income,Employer/Institute
354,2,2025-05-05,Dr Lal PathLabs test,453.24,expense,Health,Dr Lal PathLabs test
355,2,2025-05-06,Rapido bike taxi,109.86,expense,Transport,Rapido bike taxi
356,2,2025-05-08,Udemy course purchase,2305.52,expense,Education,Udemy course purchase
357,2,2025-05-09,Courier/shipping charge,46.89,expense,Other,Courier/shipping charge
358,2,2025-05-10,Zomato order - UPI,562.0,expense,Food,Zomato order
359,2,2025-05-10,Freelance project payment,9237.5,income,Income,Freelance project payment
360,2,2025-05-11,YouTube Premium,131.59,expense,Entertainment,YouTube Premium
361,2,2025-05-16,McDonalds,423.97,expense,Food,McDonalds
362,2,2025-05-16,Rapido bike taxi,109.5,expense,Transport,Rapido bike taxi
363,2,2025-05-17,Amazon purchase - app,2524.27,expense,Shopping,Amazon purchase
364,2,2025-05-17,Bus pass recharge,545.37,expense,Transport,Bus pass recharge
365,2,2025-05-21,Dominos Pizza,563.92,expense,Food,Dominos Pizza
366,2,2025-05-23,Decathlon sports gear,1776.67,expense,Shopping,Decathlon sports gear
367,2,2025-05-27,YouTube Premium,185.49,expense,Entertainment,YouTube Premium
368,2,2025-05-28,Amazon purchase - app,3683.3,expense,Shopping,Amazon purchase
369,2,2025-05-28,IndiGo flight booking,3135.3,expense,Transport,IndiGo flight booking
370,2,2025-05-30,Local mall shopping,2036.4,expense,Shopping,Local mall shopping
371,2,2025-06-01,IndiGo flight booking,2616.36,expense,Transport,IndiGo flight booking
372,2,2025-06-02,IndiGo flight booking,5091.65,expense,Transport,IndiGo flight booking
373,2,2025-06-02,Cult.fit gym membership,1345.59,expense,Health,Cult.fit gym membership
374,2,2025-06-03,Local mall shopping,2018.48,expense,Shopping,Local mall shopping
375,2,2025-06-05,Barbeque Nation dinner,2413.01,expense,Food,Barbeque Nation dinner
376,2,2025-06-05,Local mall shopping,2943.57,expense,Shopping,Local mall shopping
377,2,2025-06-05,Salary credited,12215.49,income,Income,Employer/Institute
378,2,2025-06-06,Coaching institute fee,22547.46,expense,Education,Coaching institute fee
379,2,2025-06-07,Dominos Pizza,720.18,expense,Food,Dominos Pizza
380,2,2025-06-08,Barbeque Nation dinner,2440.8,expense,Food,Barbeque Nation dinner
381,2,2025-06-08,Ola cab,210.72,expense,Transport,Ola cab
382,2,2025-06-09,Bank service charge,206.94,expense,Other,Bank service charge
383,2,2025-06-12,Dr Lal PathLabs test,1877.68,expense,Health,Dr Lal PathLabs test
384,2,2025-06-15,Hostel/room rent,6751.86,expense,Bills,Hostel/room rent
385,2,2025-06-16,Udemy course purchase,1634.36,expense,Education,Udemy course purchase
386,2,2025-06-17,LPG cylinder booking,894.36,expense,Bills,LPG cylinder booking
387,2,2025-06-18,Airtel postpaid bill,1123.31,expense,Bills,Airtel postpaid bill
388,2,2025-06-20,Decathlon sports gear,2356.32,expense,Shopping,Decathlon sports gear
389,2,2025-06-23,Cult.fit gym membership,1091.01,expense,Health,Cult.fit gym membership
390,2,2025-06-23,Flipkart order - campus,750.56,expense,Shopping,Flipkart order
391,2,2025-06-23,Myntra fashion order,1185.98,expense,Shopping,Myntra fashion order
392,2,2025-06-26,BigBasket grocery order,527.02,expense,Food,BigBasket grocery order
393,2,2025-06-26,BookMyShow movie ticket,385.71,expense,Entertainment,BookMyShow movie ticket
394,2,2025-06-29,Campus mess bill,2274.62,expense,Food,Campus mess bill
395,2,2025-06-29,Scholarship credited,21293.9,income,Income,Scholarship credited
396,2,2025-07-02,Salary credited,11967.68,income,Income,Employer/Institute
397,2,2025-07-03,Cult.fit gym membership,2230.7,expense,Health,Cult.fit gym membership
398,2,2025-07-03,Chai/tea stall,27.26,expense,Food,Chai/tea stall
399,2,2025-07-03,Stationery/printouts,365.89,expense,Education,Stationery/printouts
400,2,2025-07-05,DMart grocery shopping,424.94,expense,Food,DMart grocery shopping
401,2,2025-07-05,Ajio order,1088.82,expense,Shopping,Ajio order
402,2,2025-07-07,Bank service charge,180.25,expense,Other,Bank service charge
403,2,2025-07-08,Amazon purchase - Bangalore,3699.13,expense,Shopping,Amazon purchase
404,2,2025-07-09,BigBasket grocery order,1797.54,expense,Food,BigBasket grocery order
405,2,2025-07-10,Barbeque Nation dinner,1038.29,expense,Food,Barbeque Nation dinner
406,2,2025-07-11,Indian Oil petrol,423.7,expense,Transport,Indian Oil petrol
407,2,2025-07-12,Netflix subscription,224.34,expense,Entertainment,Netflix subscription
408,2,2025-07-15,Chai/tea stall,21.24,expense,Food,Chai/tea stall
409,2,2025-07-16,LPG cylinder booking,1077.73,expense,Bills,LPG cylinder booking
410,2,2025-07-17,Coaching institute fee,16087.08,expense,Education,Coaching institute fee
411,2,2025-07-22,Courier/shipping charge,207.25,expense,Other,Courier/shipping charge
412,2,2025-07-23,Apollo Pharmacy,534.16,expense,Health,Apollo Pharmacy
413,2,2025-07-30,Ola cab,235.97,expense,Transport,Ola cab
414,2,2025-07-31,Coaching institute fee,6706.95,expense,Education,Coaching institute fee
415,2,2025-08-01,Myntra fashion order,618.76,expense,Shopping,Myntra fashion order
416,2,2025-08-01,Amazon books order,895.67,expense,Education,Amazon books order
417,2,2025-08-01,Amazon books order,882.69,expense,Education,Amazon books order
418,2,2025-08-01,Jio mobile recharge,940.14,expense,Bills,Jio mobile recharge
419,2,2025-08-01,Dr Lal PathLabs test,576.62,expense,Health,Dr Lal PathLabs test
420,2,2025-08-03,LPG cylinder booking,935.2,expense,Bills,LPG cylinder booking
421,2,2025-08-03,Salary credited,12004.37,income,Income,Employer/Institute
422,2,2025-08-04,Barbeque Nation dinner,1662.36,expense,Food,Barbeque Nation dinner
423,2,2025-08-06,Airtel postpaid bill,800.21,expense,Bills,Airtel postpaid bill
424,2,2025-08-07,Spotify Premium,161.06,expense,Entertainment,Spotify Premium
425,2,2025-08-10,Zomato order - MG Road,523.75,expense,Food,Zomato order
426,2,2025-08-12,Chai/tea stall,10.92,expense,Food,Chai/tea stall
427,2,2025-08-12,Udemy course purchase,3403.84,expense,Education,Udemy course purchase
428,2,2025-08-12,Amazon purchase - app,4074.88,expense,Shopping,Amazon purchase
429,2,2025-08-13,Tata Play DTH recharge,697.9,expense,Bills,Tata Play DTH recharge
430,2,2025-08-13,Tata Play DTH recharge,618.71,expense,Bills,Tata Play DTH recharge
431,2,2025-08-15,Tata Play DTH recharge,591.68,expense,Bills,Tata Play DTH recharge
432,2,2025-08-16,Netflix subscription,536.89,expense,Entertainment,Netflix subscription
433,2,2025-08-16,Barbeque Nation dinner,997.85,expense,Food,Barbeque Nation dinner
434,2,2025-08-19,Flipkart order - Bangalore,3286.41,expense,Shopping,Flipkart order
435,2,2025-08-21,Amusement park entry,1640.49,expense,Entertainment,Amusement park entry
436,2,2025-08-21,Ola cab,432.21,expense,Transport,Ola cab
437,2,2025-08-22,PVR Cinemas,857.41,expense,Entertainment,PVR Cinemas
438,2,2025-08-24,Myntra fashion order,2798.03,expense,Shopping,Myntra fashion order
439,2,2025-08-24,Health insurance premium,5765.35,expense,Health,Health insurance premium
440,2,2025-08-25,Flipkart order - MG Road,4186.17,expense,Shopping,Flipkart order
441,2,2025-08-27,Uber ride,323.72,expense,Transport,Uber ride
442,2,2025-08-29,Starbucks Coffee,237.63,expense,Food,Starbucks Coffee
443,2,2025-08-29,Netflix subscription,327.94,expense,Entertainment,Netflix subscription
444,2,2025-08-29,ATM cash withdrawal,1022.33,expense,Other,ATM cash withdrawal
445,2,2025-08-31,Courier/shipping charge,253.68,expense,Other,Courier/shipping charge
446,2,2025-09-02,Gift purchase,2353.16,expense,Other,Gift purchase
447,2,2025-09-03,ATM cash withdrawal,910.43,expense,Other,ATM cash withdrawal
448,2,2025-09-03,Salary credited,12459.08,income,Income,Employer/Institute
449,2,2025-09-04,Cafe Coffee Day,376.78,expense,Food,Cafe Coffee Day
450,2,2025-09-09,Zomato order - campus,517.62,expense,Food,Zomato order
451,2,2025-09-10,Swiggy order - wallet,338.69,expense,Food,Swiggy order
452,2,2025-09-10,Courier/shipping charge,131.87,expense,Other,Courier/shipping charge
453,2,2025-09-12,Airtel postpaid bill,899.69,expense,Bills,Airtel postpaid bill
454,2,2025-09-14,Spotify Premium,139.28,expense,Entertainment,Spotify Premium
455,2,2025-09-15,Amazon purchase - online,2003.7,expense,Shopping,Amazon purchase
456,2,2025-09-15,Amazon purchase - hostel,3091.5,expense,Shopping,Amazon purchase
457,2,2025-09-17,Parking fee,95.78,expense,Transport,Parking fee
458,2,2025-09-19,Amazon purchase - weekend,4028.02,expense,Shopping,Amazon purchase
459,2,2025-09-21,IRCTC train ticket,584.52,expense,Transport,IRCTC train ticket
460,2,2025-09-25,Airtel postpaid bill,511.07,expense,Bills,Airtel postpaid bill
461,2,2025-09-27,Society maintenance charge,1602.47,expense,Bills,Society maintenance charge
462,2,2025-09-29,Amazon books order,518.29,expense,Education,Amazon books order
463,2,2025-09-29,Parking fee,48.07,expense,Transport,Parking fee
464,2,2025-10-01,Salary credited,12631.19,income,Income,Employer/Institute
465,2,2025-10-03,Flipkart order - hostel,1488.7,expense,Shopping,Flipkart order
466,2,2025-10-03,McDonalds,261.61,expense,Food,McDonalds
467,2,2025-10-04,Dominos Pizza,341.71,expense,Food,Dominos Pizza
468,2,2025-10-05,Society maintenance charge,2053.51,expense,Bills,Society maintenance charge
469,2,2025-10-06,Gift purchase,437.18,expense,Other,Gift purchase
470,2,2025-10-07,Stationery/printouts,107.03,expense,Education,Stationery/printouts
471,2,2025-10-09,Hostel/room rent,10177.95,expense,Bills,Hostel/room rent
472,2,2025-10-10,Uber ride,199.49,expense,Transport,Uber ride
473,2,2025-10-10,Myntra fashion order,1937.38,expense,Shopping,Myntra fashion order
474,2,2025-10-12,Zomato order - UPI,552.03,expense,Food,Zomato order
475,2,2025-10-15,LPG cylinder booking,1096.66,expense,Bills,LPG cylinder booking
476,2,2025-10-15,Local tiffin service,65.01,expense,Food,Local tiffin service
477,2,2025-10-16,Dominos Pizza,357.31,expense,Food,Dominos Pizza
478,2,2025-10-17,Dominos Pizza,594.58,expense,Food,Dominos Pizza
479,2,2025-10-18,Metro card recharge,147.01,expense,Transport,Metro card recharge
480,2,2025-10-20,Miscellaneous expense,259.95,expense,Other,Miscellaneous expense
481,2,2025-10-20,Ajio order,2487.0,expense,Shopping,Ajio order
482,2,2025-10-21,Indian Oil petrol,939.64,expense,Transport,Indian Oil petrol
483,2,2025-10-22,Cafe Coffee Day,158.27,expense,Food,Cafe Coffee Day
484,2,2025-10-22,Zomato order - UPI,413.86,expense,Food,Zomato order
485,2,2025-10-24,Croma electronics,9170.77,expense,Shopping,Croma electronics
486,2,2025-10-27,Indian Oil petrol,1549.62,expense,Transport,Indian Oil petrol
487,2,2025-10-29,Dental clinic visit,1778.36,expense,Health,Dental clinic visit
488,2,2025-10-29,McDonalds,322.03,expense,Food,McDonalds
489,2,2025-11-01,Local mall shopping,3332.76,expense,Shopping,Local mall shopping
490,2,2025-11-02,YouTube Premium,134.48,expense,Entertainment,YouTube Premium
491,2,2025-11-03,Salary credited,11502.82,income,Income,Employer/Institute
492,2,2025-11-06,Bus pass recharge,370.24,expense,Transport,Bus pass recharge
493,2,2025-11-06,ACT Fibernet broadband bill,1307.0,expense,Bills,ACT Fibernet broadband bill
494,2,2025-11-07,Local tiffin service,119.4,expense,Food,Local tiffin service
495,2,2025-11-07,BookMyShow movie ticket,572.84,expense,Entertainment,BookMyShow movie ticket
496,2,2025-11-07,Netflix subscription,372.75,expense,Entertainment,Netflix subscription
497,2,2025-11-07,Society maintenance charge,2931.91,expense,Bills,Society maintenance charge
498,2,2025-11-08,Cafe Coffee Day,374.45,expense,Food,Cafe Coffee Day
499,2,2025-11-08,Zomato order - UPI,429.72,expense,Food,Zomato order
500,2,2025-11-09,BESCOM electricity bill,1733.38,expense,Bills,BESCOM electricity bill
501,2,2025-11-11,Bank service charge,198.74,expense,Other,Bank service charge
502,2,2025-11-12,Society maintenance charge,2745.14,expense,Bills,Society maintenance charge
503,2,2025-11-17,Society maintenance charge,2156.44,expense,Bills,Society maintenance charge
504,2,2025-11-18,Jio mobile recharge,207.96,expense,Bills,Jio mobile recharge
505,2,2025-11-18,ACT Fibernet broadband bill,1481.08,expense,Bills,ACT Fibernet broadband bill
506,2,2025-11-20,Zomato order - app,158.7,expense,Food,Zomato order
507,2,2025-11-22,Doctor consultation fee,1165.07,expense,Health,Doctor consultation fee
508,2,2025-11-24,Gift purchase,1677.56,expense,Other,Gift purchase
509,2,2025-11-26,Decathlon sports gear,2273.83,expense,Shopping,Decathlon sports gear
510,2,2025-11-26,Croma electronics,2087.36,expense,Shopping,Croma electronics
511,2,2025-11-27,Cafe Coffee Day,173.18,expense,Food,Cafe Coffee Day
512,2,2025-11-27,YouTube Premium,166.21,expense,Entertainment,YouTube Premium
513,2,2025-11-27,Apollo Pharmacy,641.48,expense,Health,Apollo Pharmacy
514,2,2025-11-28,McDonalds,389.49,expense,Food,McDonalds
515,2,2025-11-28,Coursera subscription,3250.84,expense,Education,Coursera subscription
516,2,2025-11-29,Hostel/room rent,6325.83,expense,Bills,Hostel/room rent
517,2,2025-11-30,Cafe Coffee Day,325.15,expense,Food,Cafe Coffee Day
518,2,2025-12-01,Salary credited,12270.42,income,Income,Employer/Institute
519,2,2025-12-02,PVR Cinemas,262.23,expense,Entertainment,PVR Cinemas
520,2,2025-12-02,Freelance project payment,16495.24,income,Income,Freelance project payment
521,2,2025-12-03,Apollo Pharmacy,590.77,expense,Health,Apollo Pharmacy
522,2,2025-12-03,Cashback/refund credited,560.98,income,Income,Cashback/refund credited
523,2,2025-12-04,Health insurance premium,2938.62,expense,Health,Health insurance premium
524,2,2025-12-04,YouTube Premium,140.75,expense,Entertainment,YouTube Premium
525,2,2025-12-04,YouTube Premium,176.49,expense,Entertainment,YouTube Premium
526,2,2025-12-05,Tata Play DTH recharge,651.24,expense,Bills,Tata Play DTH recharge
527,2,2025-12-06,Savings account interest credited,61.87,income,Income,Savings account interest credited
528,2,2025-12-09,DMart grocery shopping,457.01,expense,Food,DMart grocery shopping
529,2,2025-12-11,BESCOM electricity bill,1238.08,expense,Bills,BESCOM electricity bill
530,2,2025-12-12,Campus mess bill,2954.28,expense,Food,Campus mess bill
531,2,2025-12-12,Stationery/printouts,91.36,expense,Education,Stationery/printouts
532,2,2025-12-14,Starbucks Coffee,487.82,expense,Food,Starbucks Coffee
533,2,2025-12-14,Myntra fashion order,2831.95,expense,Shopping,Myntra fashion order
534,2,2025-12-18,Cafe Coffee Day,281.11,expense,Food,Cafe Coffee Day
535,2,2025-12-18,Parking fee,56.66,expense,Transport,Parking fee
536,2,2025-12-18,Dr Lal PathLabs test,1438.28,expense,Health,Dr Lal PathLabs test
537,2,2025-12-25,BigBasket grocery order,1852.3,expense,Food,BigBasket grocery order
538,2,2025-12-26,Ajio order,670.87,expense,Shopping,Ajio order
539,2,2025-12-27,DMart grocery shopping,1789.8,expense,Food,DMart grocery shopping
540,2,2025-12-28,IndiGo flight booking,6189.48,expense,Transport,IndiGo flight booking
541,2,2025-12-30,Decathlon sports gear,1873.13,expense,Shopping,Decathlon sports gear
542,2,2025-12-31,LPG cylinder booking,1071.93,expense,Bills,LPG cylinder booking
543,3,2025-01-03,Dominos Pizza,804.1,expense,Food,Dominos Pizza
544,3,2025-01-04,Auto fare,111.58,expense,Transport,Auto fare
545,3,2025-01-04,Salary credited,43282.01,income,Income,Employer/Institute
546,3,2025-01-08,Rapido bike taxi,122.24,expense,Transport,Rapido bike taxi
547,3,2025-01-10,Amazon purchase - MG Road,1934.38,expense,Shopping,Amazon purchase
548,3,2025-01-12,Coaching institute fee,8057.18,expense,Education,Coaching institute fee
549,3,2025-01-14,BigBasket grocery order,1066.85,expense,Food,BigBasket grocery order
550,3,2025-01-16,Local mall shopping,2876.86,expense,Shopping,Local mall shopping
551,3,2025-01-18,Society maintenance charge,1701.46,expense,Bills,Society maintenance charge
552,3,2025-01-19,PVR Cinemas,668.3,expense,Entertainment,PVR Cinemas
553,3,2025-01-19,Coursera subscription,2568.2,expense,Education,Coursera subscription
554,3,2025-01-20,Health insurance premium,2338.25,expense,Health,Health insurance premium
555,3,2025-01-20,Doctor consultation fee,796.72,expense,Health,Doctor consultation fee
556,3,2025-01-20,YouTube Premium,177.87,expense,Entertainment,YouTube Premium
557,3,2025-01-22,Parking fee,46.2,expense,Transport,Parking fee
558,3,2025-01-23,BigBasket grocery order,1026.86,expense,Food,BigBasket grocery order
559,3,2025-01-24,Spotify Premium,150.47,expense,Entertainment,Spotify Premium
560,3,2025-01-26,Ola cab,312.6,expense,Transport,Ola cab
561,3,2025-01-27,McDonalds,372.34,expense,Food,McDonalds
562,3,2025-01-29,Ajio order,1500.79,expense,Shopping,Ajio order
563,3,2025-01-31,Local mall shopping,2379.87,expense,Shopping,Local mall shopping
564,3,2025-02-01,Library fine/fee,63.76,expense,Education,Library fine/fee
565,3,2025-02-01,Airtel postpaid bill,901.17,expense,Bills,Airtel postpaid bill
566,3,2025-02-02,Jio mobile recharge,936.6,expense,Bills,Jio mobile recharge
567,3,2025-02-03,Water bill payment,316.01,expense,Bills,Water bill payment
568,3,2025-02-04,Spotify Premium,166.02,expense,Entertainment,Spotify Premium
569,3,2025-02-05,Salary credited,45356.07,income,Income,Employer/Institute
570,3,2025-02-08,BESCOM electricity bill,710.18,expense,Bills,BESCOM electricity bill
571,3,2025-02-10,Barbeque Nation dinner,2312.05,expense,Food,Barbeque Nation dinner
572,3,2025-02-11,Apollo Pharmacy,178.2,expense,Health,Apollo Pharmacy
573,3,2025-02-11,YouTube Premium,173.64,expense,Entertainment,YouTube Premium
574,3,2025-02-12,Cult.fit gym membership,2235.26,expense,Health,Cult.fit gym membership
575,3,2025-02-14,Coaching institute fee,23417.45,expense,Education,Coaching institute fee
576,3,2025-02-15,Uber ride,140.55,expense,Transport,Uber ride
577,3,2025-02-17,LPG cylinder booking,945.22,expense,Bills,LPG cylinder booking
578,3,2025-02-22,ACT Fibernet broadband bill,1247.61,expense,Bills,ACT Fibernet broadband bill
579,3,2025-02-26,Barbeque Nation dinner,1162.42,expense,Food,Barbeque Nation dinner
580,3,2025-02-27,Parking fee,65.59,expense,Transport,Parking fee
581,3,2025-02-28,Airtel postpaid bill,801.73,expense,Bills,Airtel postpaid bill
582,3,2025-03-01,Salary credited,45402.58,income,Income,Employer/Institute
583,3,2025-03-02,Croma electronics,1549.41,expense,Shopping,Croma electronics
584,3,2025-03-07,ACT Fibernet broadband bill,1214.89,expense,Bills,ACT Fibernet broadband bill
585,3,2025-03-07,Water bill payment,586.26,expense,Bills,Water bill payment
586,3,2025-03-08,Croma electronics,9655.19,expense,Shopping,Croma electronics
587,3,2025-03-10,Spotify Premium,156.33,expense,Entertainment,Spotify Premium
588,3,2025-03-10,Zomato order - campus,638.06,expense,Food,Zomato order
589,3,2025-03-12,Health insurance premium,7724.31,expense,Health,Health insurance premium
590,3,2025-03-12,Amazon purchase - monthly,1086.44,expense,Shopping,Amazon purchase
591,3,2025-03-12,Amazon purchase - Bangalore,3074.83,expense,Shopping,Amazon purchase
592,3,2025-03-13,McDonalds,212.8,expense,Food,McDonalds
593,3,2025-03-15,Library fine/fee,53.53,expense,Education,Library fine/fee
594,3,2025-03-18,DMart grocery shopping,1621.31,expense,Food,DMart grocery shopping
595,3,2025-03-20,Health insurance premium,5192.68,expense,Health,Health insurance premium
596,3,2025-03-20,Chai/tea stall,19.66,expense,Food,Chai/tea stall
597,3,2025-03-20,Charity donation,1798.4,expense,Other,Charity donation
598,3,2025-03-21,Dominos Pizza,547.89,expense,Food,Dominos Pizza
599,3,2025-03-22,Tata Play DTH recharge,703.1,expense,Bills,Tata Play DTH recharge
600,3,2025-03-23,Ajio order,2569.65,expense,Shopping,Ajio order
601,3,2025-03-24,Decathlon sports gear,622.03,expense,Shopping,Decathlon sports gear
602,3,2025-03-26,Health insurance premium,7998.31,expense,Health,Health insurance premium
603,3,2025-03-30,Zomato order - hostel,624.15,expense,Food,Zomato order
604,3,2025-03-31,Airtel postpaid bill,584.77,expense,Bills,Airtel postpaid bill
605,3,2025-04-03,Rapido bike taxi,129.42,expense,Transport,Rapido bike taxi
606,3,2025-04-03,Chai/tea stall,14.16,expense,Food,Chai/tea stall
607,3,2025-04-03,Family transfer received,2147.4,income,Income,Family transfer received
608,3,2025-04-05,Salary credited,45180.23,income,Income,Employer/Institute
609,3,2025-04-06,IRCTC train ticket,1164.37,expense,Transport,IRCTC train ticket
610,3,2025-04-08,Amazon purchase - express,2317.75,expense,Shopping,Amazon purchase
611,3,2025-04-09,Coaching institute fee,14373.86,expense,Education,Coaching institute fee
612,3,2025-04-11,Cult.fit gym membership,1483.94,expense,Health,Cult.fit gym membership
613,3,2025-04-13,Uber ride,175.55,expense,Transport,Uber ride
614,3,2025-04-13,PVR Cinemas,319.5,expense,Entertainment,PVR Cinemas
615,3,2025-04-17,Steam game purchase,527.5,expense,Entertainment,Steam game purchase
616,3,2025-04-20,IndiGo flight booking,3121.49,expense,Transport,IndiGo flight booking
617,3,2025-04-23,Auto fare,78.01,expense,Transport,Auto fare
618,3,2025-04-25,Zomato order - UPI,412.1,expense,Food,Zomato order
619,3,2025-04-30,Society maintenance charge,2584.18,expense,Bills,Society maintenance charge
620,3,2025-05-03,Zomato order - Bangalore,472.19,expense,Food,Zomato order
621,3,2025-05-04,Amazon purchase - UPI,1760.62,expense,Shopping,Amazon purchase
622,3,2025-05-05,Cafe Coffee Day,283.68,expense,Food,Cafe Coffee Day
623,3,2025-05-05,Salary credited,43087.76,income,Income,Employer/Institute
624,3,2025-05-10,ACT Fibernet broadband bill,1158.79,expense,Bills,ACT Fibernet broadband bill
625,3,2025-05-14,BESCOM electricity bill,2091.7,expense,Bills,BESCOM electricity bill
626,3,2025-05-19,DMart grocery shopping,1409.76,expense,Food,DMart grocery shopping
627,3,2025-05-20,Stationery/printouts,378.42,expense,Education,Stationery/printouts
628,3,2025-05-21,Hostel/room rent,11340.46,expense,Bills,Hostel/room rent
629,3,2025-05-21,LPG cylinder booking,917.31,expense,Bills,LPG cylinder booking
630,3,2025-05-25,Uber ride,149.03,expense,Transport,Uber ride
631,3,2025-05-26,Exam registration fee,1565.23,expense,Education,Exam registration fee
632,3,2025-05-27,Croma electronics,9790.23,expense,Shopping,Croma electronics
633,3,2025-05-27,Monthly stipend credited,13464.52,income,Income,Monthly stipend credited
634,3,2025-05-28,Ajio order,2048.81,expense,Shopping,Ajio order
635,3,2025-05-28,DMart grocery shopping,1774.45,expense,Food,DMart grocery shopping
636,3,2025-05-28,Indian Oil petrol,1458.55,expense,Transport,Indian Oil petrol
637,3,2025-05-28,Tata Play DTH recharge,535.79,expense,Bills,Tata Play DTH recharge
638,3,2025-05-29,Miscellaneous expense,747.15,expense,Other,Miscellaneous expense
639,3,2025-05-29,Barbeque Nation dinner,2391.24,expense,Food,Barbeque Nation dinner
640,3,2025-05-30,Rapido bike taxi,41.6,expense,Transport,Rapido bike taxi
641,3,2025-06-01,Cafe Coffee Day,191.83,expense,Food,Cafe Coffee Day
642,3,2025-06-01,YouTube Premium,159.16,expense,Entertainment,YouTube Premium
643,3,2025-06-01,Amusement park entry,1344.09,expense,Entertainment,Amusement park entry
644,3,2025-06-02,IRCTC train ticket,384.73,expense,Transport,IRCTC train ticket
645,3,2025-06-02,Udemy course purchase,1615.58,expense,Education,Udemy course purchase
646,3,2025-06-03,Chai/tea stall,18.4,expense,Food,Chai/tea stall
647,3,2025-06-04,Spotify Premium,126.01,expense,Entertainment,Spotify Premium
648,3,2025-06-04,Salary credited,46685.69,income,Income,Employer/Institute
649,3,2025-06-07,Society maintenance charge,1802.83,expense,Bills,Society maintenance charge
650,3,2025-06-08,BookMyShow movie ticket,288.3,expense,Entertainment,BookMyShow movie ticket
651,3,2025-06-08,Metro card recharge,436.85,expense,Transport,Metro card recharge
652,3,2025-06-08,Amazon books order,658.59,expense,Education,Amazon books order
653,3,2025-06-09,Stationery/printouts,327.91,expense,Education,Stationery/printouts
654,3,2025-06-10,Decathlon sports gear,1210.04,expense,Shopping,Decathlon sports gear
655,3,2025-06-10,Health insurance premium,5634.65,expense,Health,Health insurance premium
656,3,2025-06-10,BigBasket grocery order,1266.05,expense,Food,BigBasket grocery order
657,3,2025-06-13,Barbeque Nation dinner,1633.82,expense,Food,Barbeque Nation dinner
658,3,2025-06-13,Chai/tea stall,27.15,expense,Food,Chai/tea stall
659,3,2025-06-14,Tata Play DTH recharge,400.81,expense,Bills,Tata Play DTH recharge
660,3,2025-06-15,Rapido bike taxi,51.79,expense,Transport,Rapido bike taxi
661,3,2025-06-19,Cult.fit gym membership,1646.36,expense,Health,Cult.fit gym membership
662,3,2025-06-19,Ola cab,270.45,expense,Transport,Ola cab
663,3,2025-06-21,Zomato order - express,611.31,expense,Food,Zomato order
664,3,2025-06-21,Water bill payment,517.47,expense,Bills,Water bill payment
665,3,2025-06-23,DMart grocery shopping,1600.43,expense,Food,DMart grocery shopping
666,3,2025-06-23,Coaching institute fee,6517.27,expense,Education,Coaching institute fee
667,3,2025-06-24,McDonalds,401.5,expense,Food,McDonalds
668,3,2025-06-26,YouTube Premium,136.65,expense,Entertainment,YouTube Premium
669,3,2025-06-26,IRCTC train ticket,790.75,expense,Transport,IRCTC train ticket
670,3,2025-06-27,Coursera subscription,2341.24,expense,Education,Coursera subscription
671,3,2025-06-28,Decathlon sports gear,1788.69,expense,Shopping,Decathlon sports gear
672,3,2025-06-29,BigBasket grocery order,2014.22,expense,Food,BigBasket grocery order
673,3,2025-06-30,Croma electronics,5907.58,expense,Shopping,Croma electronics
674,3,2025-06-30,Local mall shopping,2158.87,expense,Shopping,Local mall shopping
675,3,2025-07-03,Salary credited,46981.19,income,Income,Employer/Institute
676,3,2025-07-06,Hostel/room rent,7538.31,expense,Bills,Hostel/room rent
677,3,2025-07-07,Stationery/printouts,78.08,expense,Education,Stationery/printouts
678,3,2025-07-08,Coursera subscription,3547.94,expense,Education,Coursera subscription
679,3,2025-07-08,Ola cab,337.03,expense,Transport,Ola cab
680,3,2025-07-08,Parking fee,58.76,expense,Transport,Parking fee
681,3,2025-07-09,Miscellaneous expense,262.83,expense,Other,Miscellaneous expense
682,3,2025-07-10,Myntra fashion order,1689.64,expense,Shopping,Myntra fashion order
683,3,2025-07-11,DMart grocery shopping,1469.86,expense,Food,DMart grocery shopping
684,3,2025-07-11,Charity donation,1744.46,expense,Other,Charity donation
685,3,2025-07-11,Croma electronics,12040.15,expense,Shopping,Croma electronics
686,3,2025-07-14,YouTube Premium,146.32,expense,Entertainment,YouTube Premium
687,3,2025-07-15,YouTube Premium,156.03,expense,Entertainment,YouTube Premium
688,3,2025-07-25,DMart grocery shopping,597.79,expense,Food,DMart grocery shopping
689,3,2025-07-28,Miscellaneous expense,154.83,expense,Other,Miscellaneous expense
690,3,2025-07-30,BookMyShow movie ticket,897.58,expense,Entertainment,BookMyShow movie ticket
691,3,2025-08-01,Udemy course purchase,2011.95,expense,Education,Udemy course purchase
692,3,2025-08-02,Coursera subscription,2994.59,expense,Education,Coursera subscription
693,3,2025-08-04,Salary credited,44238.57,income,Income,Employer/Institute
694,3,2025-08-06,Ola cab,149.24,expense,Transport,Ola cab
695,3,2025-08-07,Parking fee,47.65,expense,Transport,Parking fee
696,3,2025-08-07,Hostel/room rent,13196.6,expense,Bills,Hostel/room rent
